chr,chromStart,chromEnd,name,score,pValue,peak,annotStart,annotEnd,gene,product
U00096.3,3122160,3122458,NA_peak_835,70,9.08695,84,3121634,3123805,gene=glcB,product=malate synthase G
U00096.3,3124797,3125054,NA_peak_836,36,5.06509,75,3124236,3125459,gene=glcF,product=glycolate dehydrogenase%2C putative iron-sulfur subunit
U00096.3,3126791,3127097,NA_peak_837,29,4.2454,29,3126522,3128021,gene=glcD,product=glycolate dehydrogenase%2C putative FAD-linked subunit
U00096.3,3128306,3128573,NA_peak_838,90,11.2713,158,3128272,3129036,gene=glcC,product=DNA-binding transcriptional dual regulator GlcC
U00096.3,3129150,3129312,NA_peak_839,62,8.14624,92,3129043,3130215,gene=yghO,product=putative DNA-binding transcriptional regulator YghO
U00096.3,3130397,3130956,NA_peak_840,134,15.9434,201,3130214,3131194,gene=insH9,product=IS5 family transposase and trans-activator
U00096.3,3137071,3137324,NA_peak_841,44,5.99889,135,3136663,3138522,gene=gss,product=fused glutathionylspermidine amidase/glutathionylspermidine synthetase
U00096.3,3139481,3139748,NA_peak_842,29,4.18592,140,3138727,3139593,gene=yghU,product=disulfide reductase/organic hydroperoxide reductase
U00096.3,3139481,3139748,NA_peak_842,29,4.18592,140,3139716,3139964,gene=hybG,product=hydrogenase maturation factor HybG
U00096.3,3140287,3140482,NA_peak_843,63,8.2244,49,3139977,3140318,gene=hybF,product=hydrogenase maturation protein HybF
U00096.3,3140287,3140482,NA_peak_843,63,8.2244,49,3140311,3140799,gene=hybE,product=hydrogenase 2-specific chaperone
U00096.3,3142279,3142496,NA_peak_844,35,4.99775,107,3141286,3142989,gene=hybC,product=hydrogenase 2 large subunit
U00096.3,3142700,3142875,NA_peak_845,38,5.36652,93,3141286,3142989,gene=hybC,product=hydrogenase 2 large subunit
U00096.3,3143499,3143656,NA_peak_846,34,4.83511,133,3142986,3144164,gene=hybB,product=hydrogenase 2 membrane subunit
U00096.3,3144477,3144662,NA_peak_847,78,9.92183,79,3144154,3145140,gene=hybA,product=hydrogenase 2 iron-sulfur protein
U00096.3,3145395,3145690,NA_peak_848,88,11.0817,119,3145143,3146261,gene=hybO,product=hydrogenase 2 small subunit
U00096.3,3151063,3151705,NA_peak_849,143,16.8988,548,3150818,3151243,gene=exbD,product=Ton complex subunit ExbD
U00096.3,3151063,3151705,NA_peak_849,143,16.8988,548,3151250,3151984,gene=exbB,product=Ton complex subunit ExbB
U00096.3,3155993,3156430,NA_peak_850,146,17.2483,141,3155355,3156518,gene=yqhD,product=NADPH-dependent aldehyde reductase YqhD
U00096.3,3158971,3159157,NA_peak_851,36,5.0717,116,3158927,3161146,gene=ygiQ,product=radical SAM superfamily protein YgiQ
U00096.3,3160370,3160767,NA_peak_852,49,6.6498,154,3158927,3161146,gene=ygiQ,product=radical SAM superfamily protein YgiQ
U00096.3,3161625,3161818,NA_peak_853,47,6.37115,140,3161257,3162669,gene=ftsP,product=cell division protein FtsP
U00096.3,3164403,3164556,NA_peak_854,65,8.46651,95,3163715,3165973,gene=parC,product=DNA topoisomerase IV subunit A
U00096.3,3167134,3167471,NA_peak_855,59,7.74665,195,3166111,3167718,gene=ygiS,product=putative deoxycholate binding periplasmic protein
U00096.3,3169444,3169610,NA_peak_856,36,5.12537,75,3169284,3169676,gene=ygiW,product=BOF family protein YgiW
U00096.3,3170082,3170237,NA_peak_857,62,8.16355,87,3169828,3170487,gene=qseB,product=DNA-binding transcriptional activator QseB
U00096.3,3171005,3171246,NA_peak_858,49,6.55737,187,3170484,3171833,gene=qseC,product=sensor histidine kinase QseC
U00096.3,3171537,3171719,NA_peak_859,30,4.34097,23,3170484,3171833,gene=qseC,product=sensor histidine kinase QseC
U00096.3,3174088,3174402,NA_peak_860,40,5.56335,122,3173504,3175396,gene=parE,product=DNA topoisomerase IV subunit B
U00096.3,3174505,3174664,NA_peak_861,61,7.95654,67,3173504,3175396,gene=parE,product=DNA topoisomerase IV subunit B
U00096.3,3176124,3176694,NA_peak_862,74,9.53296,449,3176006,3176833,gene=cpdA,product=cAMP phosphodiesterase
U00096.3,3179944,3180152,NA_peak_863,59,7.79946,86,3179744,3180415,gene=ygiB,product=DUF1190 domain-containing protein YgiB
U00096.3,3181798,3182306,NA_peak_864,157,18.3367,281,3181619,3182434,gene=ygiD,product=4%2C5-DOPA dioxygenase extradiol
U00096.3,3182830,3183037,NA_peak_865,49,6.57446,95,3182550,3183323,gene=zupT,product=divalent metal ion transporter ZupT
U00096.3,3193745,3194143,NA_peak_866,40,5.56965,203,3192864,3194525,gene=yqiK,product=flotillin family inner membrane protein YqiK
U00096.3,3195573,3195816,NA_peak_867,40,5.58607,143,3195320,3196753,gene=hldE,product=fused heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase
U00096.3,3196448,3196656,NA_peak_868,17,2.82516,118,3195320,3196753,gene=hldE,product=fused heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase
U00096.3,3197194,3197457,NA_peak_869,47,6.4119,68,3196801,3199641,gene=glnE,product=fused glutamine synthetase deadenylase/glutamine synthetase adenylyltransferase
U00096.3,3197631,3197854,NA_peak_870,70,9.01015,111,3196801,3199641,gene=glnE,product=fused glutamine synthetase deadenylase/glutamine synthetase adenylyltransferase
U00096.3,3198056,3198403,NA_peak_871,59,7.77292,91,3196801,3199641,gene=glnE,product=fused glutamine synthetase deadenylase/glutamine synthetase adenylyltransferase
U00096.3,3198568,3198945,NA_peak_872,26,3.89896,245,3196801,3199641,gene=glnE,product=fused glutamine synthetase deadenylase/glutamine synthetase adenylyltransferase
U00096.3,3199219,3199569,NA_peak_873,111,13.5485,120,3196801,3199641,gene=glnE,product=fused glutamine synthetase deadenylase/glutamine synthetase adenylyltransferase
U00096.3,3199787,3200036,NA_peak_874,35,4.98622,99,3199664,3200965,gene=ygiF,product=inorganic triphosphatase
U00096.3,3200390,3200712,NA_peak_875,27,4.03903,103,3199664,3200965,gene=ygiF,product=inorganic triphosphatase
U00096.3,3202864,3203126,NA_peak_876,102,12.5805,127,3201891,3203129,gene=cca,product=fused CCA tRNA nucleotidyltransferase/phosphohydrolase
U00096.3,3203470,3203692,NA_peak_877,58,7.64646,61,3203310,3204131,gene=bacA,product=undecaprenyl pyrophosphate phosphatase
U00096.3,3208734,3208975,NA_peak_878,35,4.9056,111,3208024,3209487,gene=ttdT,product=L-tartrate:succinate antiporter
U00096.3,3210239,3210395,NA_peak_879,34,4.84149,42,3209530,3210543,gene=tsaD,product=N(6)-L-threonylcarbamoyladenine synthase%2C TsaD subunit
U00096.3,3213251,3213872,NA_peak_880,91,11.3913,408,3213047,3214888,gene=rpoD,product=RNA polymerase sigma factor RpoD
U00096.3,3214767,3215108,NA_peak_881,90,11.2378,135,3213047,3214888,gene=rpoD,product=RNA polymerase sigma factor RpoD
U00096.3,3214767,3215108,NA_peak_881,90,11.2378,135,3214967,3215473,gene=mug,product=stationary phase mismatch/uracil DNA glycosylase
U00096.3,3216088,3216428,NA_peak_882,80,10.2029,193,3215727,3216491,gene=nfeF,product=NADPH-dependent ferric-chelate reductase
U00096.3,3217921,3218420,NA_peak_883,17,2.78055,6,3217556,3219076,gene=aer,product=aerotaxis receptor
U00096.3,3220753,3220963,NA_peak_884,29,4.28587,80,3219494,3220873,gene=patA,product=putrescine aminotransferase
U00096.3,3220753,3220963,NA_peak_884,29,4.28587,80,3220915,3221247,gene=ygjH,product=putative tRNA-binding protein YgjH
U00096.3,3224530,3224891,NA_peak_885,89,11.1252,126,3222633,3225725,gene=ebgA,product=evolved beta-D-galactosidase subunit alpha
U00096.3,3225065,3225371,NA_peak_886,44,6.07276,232,3222633,3225725,gene=ebgA,product=evolved beta-D-galactosidase subunit alpha
U00096.3,3228052,3228266,NA_peak_887,118,14.2512,133,3227801,3228871,gene=ygjJ,product=protein YgjJ
U00096.3,3230785,3231010,NA_peak_888,54,7.21091,121,3228888,3231239,gene=ygjK,product=glycoside hydrolase
U00096.3,3231831,3232352,NA_peak_889,60,7.86865,397,3231665,3233683,gene=fadH,product=2%2C4-dienoyl-CoA reductase
U00096.3,3235481,3235723,NA_peak_890,32,4.62909,85,3234739,3235875,gene=rlmG,product=23S rRNA m(2)G1835 methyltransferase
U00096.3,3238647,3238831,NA_peak_891,47,6.41538,78,3238580,3239545,gene=alx,product=putative membrane-bound redox modulator Alx
U00096.3,3242823,3243006,NA_peak_892,43,5.9045,89,3241827,3243314,gene=uxaA,product=D-altronate dehydratase
U00096.3,3243382,3243652,NA_peak_893,224,25.1308,127,3243329,3244741,gene=uxaC,product=D-glucoronate/D-galacturonate isomerase
U00096.3,3243816,3244081,NA_peak_894,78,9.95971,153,3243329,3244741,gene=uxaC,product=D-glucoronate/D-galacturonate isomerase
U00096.3,3244306,3245132,NA_peak_895,5141,520.79,499,3243329,3244741,gene=uxaC,product=D-glucoronate/D-galacturonate isomerase
U00096.3,3245459,3245645,NA_peak_896,41,5.70395,59,3245224,3246522,gene=exuT,product=hexuronate transporter
U00096.3,3246279,3246823,NA_peak_897,2137,217.556,332,3245224,3246522,gene=exuT,product=hexuronate transporter
U00096.3,3246279,3246823,NA_peak_897,2137,217.556,332,3246652,3247428,gene=exuR,product=DNA-binding transcriptional repressor ExuR
U00096.3,3248432,3248647,NA_peak_898,38,5.28321,105,3247773,3248435,gene=yqjA,product=DedA family protein YqjA
U00096.3,3248432,3248647,NA_peak_898,38,5.28321,105,3248439,3248822,gene=mzrA,product=modulator protein MzrA
U00096.3,3249500,3249717,NA_peak_899,78,9.96622,134,3249375,3249680,gene=yqjD,product=ribosome- and membrane-associated DUF883 domain-containing protein YqjD
U00096.3,3249500,3249717,NA_peak_899,78,9.96622,134,3249683,3250087,gene=yqjE,product=inner membrane protein YqjE
U00096.3,3250085,3250328,NA_peak_900,87,10.9514,113,3249683,3250087,gene=yqjE,product=inner membrane protein YqjE
U00096.3,3250085,3250328,NA_peak_900,87,10.9514,113,3250077,3250376,gene=yqjK,product=PF13997 family protein YqjK
U00096.3,3253485,3253669,NA_peak_901,94,11.6685,99,3253318,3254214,gene=yhaJ,product=DNA-binding transcriptional activator YhaJ
U00096.3,3253962,3254120,NA_peak_902,37,5.22091,39,3253318,3254214,gene=yhaJ,product=DNA-binding transcriptional activator YhaJ
U00096.3,3255353,3255679,NA_peak_903,50,6.78668,196,3255341,3256651,gene=cyuA,product=putative L-cysteine desulfidase CyuA
U00096.3,3256042,3256281,NA_peak_904,54,7.16676,209,3255341,3256651,gene=cyuA,product=putative L-cysteine desulfidase CyuA
U00096.3,3261596,3261876,NA_peak_905,21,3.30434,72,3260124,3262418,gene=tdcE,product=2-ketobutyrate formate-lyase/pyruvate formate-lyase 4
U00096.3,3262962,3263124,NA_peak_906,56,7.45968,86,3262452,3263660,gene=tdcD,product=propionate kinase
U00096.3,3272890,3273135,NA_peak_907,36,5.0875,133,3272787,3273557,gene=garL,product=alpha-dehydro-beta-deoxy-D-glucarate aldolase
U00096.3,3276149,3276610,NA_peak_908,242,26.9417,133,3275282,3276853,gene=garD,product=GarD
U00096.3,3278277,3278552,NA_peak_909,115,13.9875,146,3277856,3278665,gene=agaR,product=DNA-binding transcriptional repressor AgaR
U00096.3,3281057,3281541,NA_peak_910,47,6.41191,249,3280217,3280690,gene=agaV,product=N-acetyl-D-galactosamine specific PTS enzyme IIB component
U00096.3,3282060,3282211,NA_peak_911,49,6.58032,65,3281976,3283130,gene=agaS,product=putative galactosamine-6-phosphate deaminase/isomerase
U00096.3,3282379,3282678,NA_peak_912,118,14.2805,201,3281976,3283130,gene=agaS,product=putative galactosamine-6-phosphate deaminase/isomerase
U00096.3,3282862,3283105,NA_peak_913,85,10.6517,153,3281976,3283130,gene=agaS,product=putative galactosamine-6-phosphate deaminase/isomerase
U00096.3,3283465,3283726,NA_peak_914,76,9.68666,92,3283143,3284003,gene=kbaY,product=tagatose-1%2C6-bisphosphate aldolase 1
U00096.3,3286495,3286688,NA_peak_915,14,2.44791,164,3286270,3287025,gene=agaI,product=putative deaminase AgaI
U00096.3,3292981,3293235,NA_peak_916,26,3.91673,68,3292475,3293335,gene=rsmI,product=16S rRNA 2'-O-ribose C1402 methyltransferase
U00096.3,3294281,3294437,NA_peak_917,104,12.7342,51,3293400,3295436,gene=lpoA,product=outer membrane lipoprotein - activator of MrcA activity
U00096.3,3297126,3297357,NA_peak_918,31,4.44946,70,3297098,3298138,gene=yraQ,product=permease family protein YraQ
U00096.3,3297676,3297938,NA_peak_919,87,10.8687,135,3297098,3298138,gene=yraQ,product=permease family protein YraQ
U00096.3,3298590,3298740,NA_peak_920,42,5.76422,39,3298211,3298846,gene=yraR,product=putative nucleoside-diphosphate-sugar epimerase
U00096.3,3299551,3299745,NA_peak_921,42,5.76442,127,3299472,3299915,gene=yhbP,product=putative FMN binding protein YhbP
U00096.3,3300305,3300666,NA_peak_922,52,6.97148,131,3300255,3300758,gene=yhbS,product=putative N-acetyltransferase YhbS
U00096.3,3301662,3301823,NA_peak_923,67,8.72683,91,3301485,3302480,gene=ubiU,product=ubiquinone biosynthesis protein UbiU
U00096.3,3301876,3302251,NA_peak_924,31,4.49959,323,3301485,3302480,gene=ubiU,product=ubiquinone biosynthesis protein UbiU
U00096.3,3302689,3303013,NA_peak_925,40,5.54866,132,3302489,3303367,gene=ubiV,product=ubiquinone biosynthesis protein UbiV
U00096.3,3303765,3304342,NA_peak_926,22,3.43871,210,3303448,3304455,gene=yhbW,product=putative luciferase-like monooxygenase YhbW
U00096.3,3306332,3306684,NA_peak_927,175,20.2101,162,3305971,3307860,gene=deaD,product=ATP-dependent RNA helicase DeaD
U00096.3,3306760,3307074,NA_peak_928,61,8.00973,159,3305971,3307860,gene=deaD,product=ATP-dependent RNA helicase DeaD
U00096.3,3308972,3309121,NA_peak_929,29,4.26001,67,3309033,3311168,gene=pnp,product=polynucleotide phosphorylase
U00096.3,3309888,3310072,NA_peak_930,66,8.5508,43,3309033,3311168,gene=pnp,product=polynucleotide phosphorylase
U00096.3,3310262,3310535,NA_peak_931,35,5.00397,146,3309033,3311168,gene=pnp,product=polynucleotide phosphorylase
U00096.3,3310784,3310943,NA_peak_932,31,4.48918,99,3309033,3311168,gene=pnp,product=polynucleotide phosphorylase
U00096.3,3314119,3314407,NA_peak_933,29,4.19424,66,3313342,3316014,gene=infB,product=translation initiation factor IF-2beta'
U00096.3,3314119,3314407,NA_peak_933,29,4.19424,66,3313342,3315543,gene=infB,product=translation initiation factor IF-2beta'
U00096.3,3314119,3314407,NA_peak_933,29,4.19424,66,3313342,3315522,gene=infB,product=translation initiation factor IF-2beta'
U00096.3,3315049,3315277,NA_peak_934,43,5.94883,171,3313342,3316014,gene=infB,product=translation initiation factor IF-2beta'
U00096.3,3315049,3315277,NA_peak_934,43,5.94883,171,3313342,3315543,gene=infB,product=translation initiation factor IF-2beta'
U00096.3,3315049,3315277,NA_peak_934,43,5.94883,171,3313342,3315522,gene=infB,product=translation initiation factor IF-2beta'
U00096.3,3315570,3315733,NA_peak_935,83,10.505,85,3313342,3316014,gene=infB,product=translation initiation factor IF-2beta'
U00096.3,3316387,3316602,NA_peak_936,71,9.13562,115,3316039,3317526,gene=nusA,product=transcription termination/antitermination protein NusA
U00096.3,3322755,3323084,NA_peak_937,76,9.65403,119,3322733,3324070,gene=glmM,product=phosphoglucosamine mutase
U00096.3,3323363,3323586,NA_peak_938,26,3.8408,13,3322733,3324070,gene=glmM,product=phosphoglucosamine mutase
U00096.3,3324501,3324813,NA_peak_939,68,8.836,209,3324063,3324911,gene=folP,product=dihydropteroate synthase
U00096.3,3325656,3325895,NA_peak_940,119,14.3189,120,3325001,3326935,gene=ftsH,product=ATP-dependent zinc metalloprotease FtsH
U00096.3,3326306,3326463,NA_peak_941,29,4.24647,63,3325001,3326935,gene=ftsH,product=ATP-dependent zinc metalloprotease FtsH
U00096.3,3331265,3331516,NA_peak_942,17,2.81249,42,3330582,3331754,gene=obgE,product=GTPase ObgE
U00096.3,3334300,3334646,NA_peak_943,24,3.65573,50,3333710,3334681,gene=ispB,product=all-trans-octaprenyl-diphosphate synthase
U00096.3,3335528,3335940,NA_peak_944,58,7.6381,145,3335235,3336494,gene=murA,product=UDP-N-acetylglucosamine 1-carboxyvinyltransferase
U00096.3,3340704,3340877,NA_peak_945,81,10.2744,58,3340275,3341252,gene=yrbG,product=putative transport protein YrbG
U00096.3,3341535,3341856,NA_peak_946,131,15.6865,153,3341266,3342252,gene=kdsD,product=D-arabinose 5-phosphate isomerase KdsD
U00096.3,3344780,3345097,NA_peak_947,81,10.2725,206,3344717,3346150,gene=rpoN,product=RNA polymerase sigma factor RpoN
U00096.3,3353426,3353989,NA_peak_948,35,5.00434,338,3353121,3354050,gene=yhcC,product=radical SAM family oxidoreductase YhcC
U00096.3,3354675,3355127,NA_peak_949,60,7.86098,180,3354725,3359185,gene=gltB,product=glutamate synthase subunit GltB
U00096.3,3355421,3355607,NA_peak_950,57,7.57121,82,3354725,3359185,gene=gltB,product=glutamate synthase subunit GltB
U00096.3,3356494,3356773,NA_peak_951,58,7.65121,123,3354725,3359185,gene=gltB,product=glutamate synthase subunit GltB
U00096.3,3357068,3357908,NA_peak_952,82,10.3212,258,3354725,3359185,gene=gltB,product=glutamate synthase subunit GltB
U00096.3,3358336,3358610,NA_peak_953,66,8.55427,91,3354725,3359185,gene=gltB,product=glutamate synthase subunit GltB
U00096.3,3358885,3359064,NA_peak_954,26,3.83257,92,3354725,3359185,gene=gltB,product=glutamate synthase subunit GltB
U00096.3,3359932,3360462,NA_peak_955,75,9.58738,153,3359198,3360616,gene=gltD,product=glutamate synthase subunit GltD
U00096.3,3365936,3366089,NA_peak_956,18,2.859,135,3365702,3366682,gene=insH10,product=IS5 family transposase and trans-activator
U00096.3,3366252,3366411,NA_peak_957,44,5.9848,36,3365702,3366682,gene=insH10,product=IS5 family transposase and trans-activator
U00096.3,3369607,3370009,NA_peak_958,83,10.4904,267,3369475,3370350,gene=nanK,product=N-acetylmannosamine kinase
U00096.3,3370251,3370767,NA_peak_959,82,10.3469,203,3369475,3370350,gene=nanK,product=N-acetylmannosamine kinase
U00096.3,3370251,3370767,NA_peak_959,82,10.3469,203,3370347,3371036,gene=nanE,product=putative N-acetylmannosamine-6-phosphate 2-epimerase
U00096.3,3373760,3373983,NA_peak_960,21,3.30673,128,3373698,3374489,gene=nanR,product=NanR
U00096.3,3376516,3376773,NA_peak_961,110,13.3597,113,3376279,3376776,gene=sspB,product=ClpXP protease specificity-enhancing factor
U00096.3,3376883,3377042,NA_peak_962,34,4.80553,113,3376782,3377420,gene=sspA,product=stringent starvation protein A
U00096.3,3380336,3380561,NA_peak_963,103,12.6367,108,3380191,3380589,gene=zapG,product=Z-ring associated protein G
U00096.3,3381519,3381708,NA_peak_964,53,7.08773,133,3380743,3382110,gene=degQ,product=periplasmic serine endoprotease
U00096.3,3383462,3383624,NA_peak_965,43,5.91,114,3383330,3384268,gene=mdh,product=malate dehydrogenase
U00096.3,3386920,3387070,NA_peak_966,68,8.83505,73,3386221,3388188,gene=aaeB,product=aromatic carboxylic acid efflux pump subunit AaeB
U00096.3,3391040,3391288,NA_peak_967,92,11.4599,120,3390583,3392028,gene=tldD,product=metalloprotease subunit TldD
U00096.3,3391384,3391762,NA_peak_968,53,7.13467,73,3390583,3392028,gene=tldD,product=metalloprotease subunit TldD
U00096.3,3392172,3392576,NA_peak_969,40,5.56264,80,3392458,3396258,gene=yhdP,product=phospholipid transport factor YhdP
U00096.3,3395481,3395898,NA_peak_970,45,6.19071,207,3392458,3396258,gene=yhdP,product=phospholipid transport factor YhdP
U00096.3,3397022,3397212,NA_peak_971,49,6.6724,102,3396326,3397795,gene=rng,product=RNase G
U00096.3,3398027,3398297,NA_peak_972,72,9.26771,198,3397785,3398378,gene=yhdE,product=nucleoside triphosphate pyrophosphatase YhdE
U00096.3,3398812,3399118,NA_peak_973,92,11.4803,152,3398387,3398875,gene=mreD,product=cell shape determining protein MreD
U00096.3,3398812,3399118,NA_peak_973,92,11.4803,152,3398875,3399978,gene=mreC,product=cell shape determining protein MreC
U00096.3,3400001,3400439,NA_peak_974,130,15.5204,214,3400044,3401087,gene=mreB,product=dynamic cytoskeletal protein MreB
U00096.3,3400640,3400928,NA_peak_975,83,10.5279,113,3400044,3401087,gene=mreB,product=dynamic cytoskeletal protein MreB
U00096.3,3402019,3402339,NA_peak_976,64,8.39361,85,3401392,3403332,gene=csrD,product=regulator of CsrB and CsrC decay
U00096.3,3406215,3406444,NA_peak_977,27,3.97775,139,3405917,3407266,gene=accC,product=biotin carboxylase
U00096.3,3406557,3407078,NA_peak_978,107,13.0363,311,3405917,3407266,gene=accC,product=biotin carboxylase
U00096.3,3408204,3408550,NA_peak_979,45,6.14483,44,3407607,3409058,gene=panF,product=pantothenate:Na(+) symporter
U00096.3,3414102,3414327,NA_peak_980,29,4.18126,172,3413864,3415021,gene=acrE,product=multidrug efflux pump membrane fusion lipoprotein AcrE
U00096.3,3423940,3424193,NA_peak_981,54,7.21284,144,3422436,3423194,gene=yhdZ,product=putative ABC transporter ATP-binding subunit YhdZ
U00096.3,3424323,3424478,NA_peak_982,67,8.72737,73,3422436,3423194,gene=yhdZ,product=putative ABC transporter ATP-binding subunit YhdZ
U00096.3,3425306,3425525,NA_peak_983,51,6.90279,113,3422436,3423194,gene=yhdZ,product=putative ABC transporter ATP-binding subunit YhdZ
U00096.3,3425593,3425746,NA_peak_984,50,6.73497,41,3422436,3423194,gene=yhdZ,product=putative ABC transporter ATP-binding subunit YhdZ
U00096.3,3427395,3427693,NA_peak_985,36,5.02611,137,3429236,3429790,gene=yrdA,product=hexapeptide repeat-containing protein YrdA
U00096.3,3428248,3428537,NA_peak_986,26,3.93193,213,3429236,3429790,gene=yrdA,product=hexapeptide repeat-containing protein YrdA
U00096.3,3439716,3439975,NA_peak_987,56,7.455,29,3439616,3439999,gene=rplQ,product=50S ribosomal subunit protein L17
U00096.3,3440333,3440659,NA_peak_988,28,4.06716,165,3440040,3441029,gene=rpoA,product=RNA polymerase subunit alpha
U00096.3,3441314,3441638,NA_peak_989,60,7.89543,210,3441055,3441675,gene=rpsD,product=30S ribosomal subunit protein S4
U00096.3,3442129,3442335,NA_peak_990,109,13.3503,135,3442115,3442471,gene=rpsM,product=30S ribosomal subunit protein S13
U00096.3,3442616,3442866,NA_peak_991,236,26.3855,136,3442618,3442734,gene=rpmJ,product=50S ribosomal subunit protein L36
U00096.3,3442616,3442866,NA_peak_991,236,26.3855,136,3442766,3444097,gene=secY,product=Sec translocon subunit SecY
U00096.3,3445447,3445788,NA_peak_992,39,5.38877,260,3445244,3445597,gene=rplR,product=50S ribosomal subunit protein L18
U00096.3,3445447,3445788,NA_peak_992,39,5.38877,260,3445607,3446140,gene=rplF,product=50S ribosomal subunit protein L6
U00096.3,3446556,3446786,NA_peak_993,76,9.69347,175,3446579,3446884,gene=rpsN,product=30S ribosomal subunit protein S14
U00096.3,3447939,3448146,NA_peak_994,29,4.26374,24,3447778,3448149,gene=rplN,product=50S ribosomal subunit protein L14
U00096.3,3449282,3449582,NA_peak_995,54,7.17228,198,3449182,3449883,gene=rpsC,product=30S ribosomal subunit protein S3
U00096.3,3450624,3450930,NA_peak_996,51,6.8572,162,3450543,3451364,gene=rplB,product=50S ribosomal subunit protein L2
U00096.3,3451949,3452264,NA_peak_997,46,6.26542,59,3451681,3452286,gene=rplD,product=50S ribosomal subunit protein L4
U00096.3,3452992,3453239,NA_peak_998,151,17.7771,107,3452959,3453270,gene=rpsJ,product=30S ribosomal subunit protein S10
U00096.3,3459238,3459386,NA_peak_999,69,8.88849,85,3458339,3459820,gene=gspE,product=Type II secretion system protein GspE
U00096.3,3467248,3467435,NA_peak_1000,83,10.4955,93,3467160,3469853,gene=chiA,product=endochitinase
U00096.3,3470197,3470374,NA_peak_1001,78,9.92155,69,3470145,3471329,gene=tufA,product=translation elongation factor Tu 1
U00096.3,3470848,3471131,NA_peak_1002,56,7.4551,158,3470145,3471329,gene=tufA,product=translation elongation factor Tu 1
U00096.3,3478963,3479111,NA_peak_1003,79,10.0868,70,3478802,3480607,gene=kefB,product=K(+) : H(+) antiporter KefB
U00096.3,3482064,3482277,NA_peak_1004,39,5.4656,95,3481289,3483202,gene=yheS,product=putative ATP-binding protein YheS
U00096.3,3483469,3483679,NA_peak_1005,27,4.02649,90,3483202,3484224,gene=yheT,product=putative hydrolase YheT
U00096.3,3488924,3489129,NA_peak_1006,69,8.87309,47,3488960,3490180,gene=argD,product=N-acetylornithine aminotransferase/N-succinyldiaminopimelate aminotransferase
U00096.3,3490451,3490693,NA_peak_1007,59,7.79835,157,3490266,3490829,gene=pabA,product=aminodeoxychorismate synthase subunit 2
U00096.3,3491236,3491437,NA_peak_1008,76,9.65403,123,3490861,3491463,gene=fic,product=putative adenosine monophosphate--protein transferase Fic
U00096.3,3495797,3495999,NA_peak_1009,33,4.77016,131,3494011,3496554,gene=nirB,product=nitrite reductase (NADH) large subunit
U00096.3,3496316,3496783,NA_peak_1010,39,5.41332,115,3494011,3496554,gene=nirB,product=nitrite reductase (NADH) large subunit
U00096.3,3496316,3496783,NA_peak_1010,39,5.41332,115,3496551,3496877,gene=nirD,product=nitrite reductase (NADH) small subunit
U00096.3,3497238,3497419,NA_peak_1011,35,4.90518,161,3497003,3497809,gene=nirC,product=nitrite transporter NirC
U00096.3,3498154,3498315,NA_peak_1012,42,5.83302,115,3497828,3499201,gene=cysG,product=siroheme synthase
U00096.3,3500667,3500820,NA_peak_1013,53,7.12193,54,3499910,3501247,gene=frlA,product=fructoselysine/psicoselysine transporter
U00096.3,3501416,3501640,NA_peak_1014,69,8.86838,121,3501268,3502290,gene=frlB,product=fructoselysine 6-phosphate deglycase
U00096.3,3502402,3502646,NA_peak_1015,56,7.39354,53,3502340,3503170,gene=frlC,product=fructoselysine 3-epimerase
U00096.3,3503555,3503899,NA_peak_1016,99,12.2456,230,3503167,3503952,gene=frlD,product=fructoselysine 6-kinase
U00096.3,3505199,3505403,NA_peak_1017,53,7.08881,41,3504935,3506020,gene=yhfS,product=putative aminotransferase YhfS
U00096.3,3507943,3508215,NA_peak_1018,18,2.89195,267,3507712,3508590,gene=php,product=putative hydrolase
U00096.3,3511860,3512157,NA_peak_1019,32,4.59698,93,3511439,3512344,gene=yhfZ,product=putative DNA-binding transcriptional regulator YhfZ
U00096.3,3514117,3514301,NA_peak_1020,37,5.20891,111,3513631,3514389,gene=gph,product=phosphoglycolate phosphatase
U00096.3,3516338,3516802,NA_peak_1021,54,7.20191,208,3516020,3517306,gene=damX,product=cell division protein DamX
U00096.3,3517502,3517859,NA_peak_1022,30,4.40881,283,3517398,3518486,gene=aroB,product=3-dehydroquinate synthase
U00096.3,3517938,3518209,NA_peak_1023,58,7.67937,223,3517398,3518486,gene=aroB,product=3-dehydroquinate synthase
U00096.3,3520000,3520362,NA_peak_1024,38,5.30377,279,3519465,3520703,gene=hofQ,product=DNA utilization protein HofQ
U00096.3,3521075,3521277,NA_peak_1025,45,6.10952,42,3521009,3521449,gene=hofO,product=DNA utilization protein HofO
U00096.3,3521607,3522629,NA_peak_1026,87,10.8788,109,3521433,3521972,gene=hofN,product=DNA utilization protein HofN
U00096.3,3521607,3522629,NA_peak_1026,87,10.8788,109,3521972,3522751,gene=hofM,product=DNA utilization protein HofM
U00096.3,3523750,3524020,NA_peak_1027,31,4.52139,219,3522871,3525423,gene=mrcA,product=peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcA
U00096.3,3524409,3524597,NA_peak_1028,33,4.77233,71,3522871,3525423,gene=mrcA,product=peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcA
